name,mean,var
./sampled_histograms/dextran v2 03,5.439537048339844,1.5428894758224487,23.9,v2
./sampled_histograms/dextran v2 04,5.378912925720215,1.522080898284912,23.9,v2
./sampled_histograms/dextran v3 01,7.91963529586792,3.672581911087036,23.9,v3
./sampled_histograms/dextran v3 02,8.195282936096191,3.7962143421173096,23.9,v3
./sampled_histograms/dextran v3 03,8.318989753723145,4.098462104797363,23.9,v3
./sampled_histograms/dextran v3 04,8.622748374938965,3.960524082183838,23.9,v3
./sampled_histograms/without dextran v1 01,4.721819877624512,1.4329558610916138
./sampled_histograms/without dextran v1 02,5.316407203674316,1.746187686920166
./sampled_histograms/without dextran v1 03,4.777890205383301,1.5959429740905762
./sampled_histograms/without dextran v1 04,5.489779949188232,1.8449445962905884
./sampled_histograms/without dextran v2 01,5.799650192260742,2.0619757175445557
./sampled_histograms/without dextran v2 02,,
./sampled_histograms/without dextran v2 03,6.037428855895996,1.8779499530792236
./sampled_histograms/without dextran v2 04,5.763274669647217,1.6291425228118896
./sampled_histograms/without dextran v3 01,5.917728424072266,2.8590071201324463
./sampled_histograms/without dextran v3 02,7.105459690093994,4.036886692047119
./sampled_histograms/without dextran v3 03,6.906814098358154,3.733593463897705
./sampled_histograms/without dextran v3 04,7.300154685974121,3.910301446914673
